(('charizard', 'ninetales'), ('move', 'flareblitz')): -0.8606142292942363
(('lapras', 'sandslash'), ('move', 'psychic')): -1.382532236114093
(('snorlax', 'sandslash'), ('move', 'recharge')): -3.9144021370370456
(('snorlax', 'sandslash'), ('switch', 'venusaur')): -0.5073220593979049
(('pikachu', 'machamp'), ('move', 'irontail')): 1.0649620911667583
(('pikachu', 'sandslash'), ('move', 'quickattack')): 0.20999708159052466
(('pikachu', 'arcanine'), ('switch', 'venusaur')): 1.942028729464004
(('blastoise', 'arcanine'), ('move', 'blizzard')): -1.874579231378478
(('blastoise', 'arcanine'), ('switch', 'pikachu')): 0.844322619048979
(('venusaur', 'arcanine'), ('switch', 'pikachu')): -0.5914117226647302
(('pikachu', 'arcanine'), ('move', 'irontail')): -0.9710456769673079
(('pikachu', 'arcanine'), ('switch', 'charizard')): 4.651073657741108
(('charizard', 'arcanine'), ('move', 'airslash')): -0.19464203786517606
(('blastoise', 'golbat'), ('move', 'hydrocannon')): -0.1505934107291388
(('blastoise', 'sandslash'), ('switch', 'venusaur')): -0.45660486183538596
(('venusaur', 'machamp'), ('move', 'sleeppowder')): -0.2812964428682384
(('venusaur', 'golbat'), ('move', 'recharge')): 0.005375714988154631
(('snorlax', 'pidgeot'), ('switch', 'blastoise')): -2.780339127633754
(('blastoise', 'nidoqueen'), ('move', 'blizzard')): -0.9881566108589253
(('venusaur', 'machamp'), ('move', 'recharge')): -0.4157636855260204
(('snorlax', 'machamp'), ('switch', 'charizard')): -1.8787299367074517
(('charizard', 'poliwrath'), ('switch', 'snorlax')): -0.035594108872951113
(('snorlax', 'golbat'), ('move', 'recharge')): -2.7155381755649377
(('snorlax', 'golbat'), ('switch', 'charizard')): -3.230571797117511
(('blastoise', 'nidoqueen'), ('switch', 'charizard')): -0.36993044064880065
(('charizard', 'machamp'), ('move', 'recharge')): -0.895177524559718
(('blastoise', 'nidoqueen'), ('move', 'flashcannon')): -1.3331440684814635
(('lapras', 'golbat'), ('move', 'psychic')): -2.446914511832839
(('snorlax', 'nidoqueen'), ('move', 'recharge')): -4.964129941854725
(('blastoise', 'arcanine'), ('move', 'flashcannon')): 0.659140845421045
(('venusaur', 'arcanine'), ('move', 'sleeppowder')): -1.0363452712687946
(('venusaur', 'arcanine'), ('switch', 'charizard')): 2.300638279926938
(('charizard', 'sandslash'), ('switch', 'pikachu')): -0.9967987574323143
(('charizard', 'machamp'), ('switch', 'snorlax')): -0.08045855524931222
(('blastoise', 'sandslash'), ('switch', 'charizard')): -0.3942133172211646
(('blastoise', 'sandslash'), ('switch', 'pikachu')): -2.073276127123642
(('pikachu', 'machamp'), ('move', 'quickattack')): -1.0401295513456503
(('charizard', 'sandslash'), ('move', 'dragonpulse')): 1.579552710763267
(('charizard', 'alakazam'), ('move', 'blastburn')): -2.997837665302305
(('blastoise', 'golem'), ('switch', 'pikachu')): -0.45611026106863933
(('blastoise', 'poliwrath'), ('move', 'blizzard')): 0.12850594183831388
(('blastoise', 'poliwrath'), ('move', 'flashcannon')): -0.8154361200378503
(('blastoise', 'poliwrath'), ('switch', 'lapras')): 0.8532394821338978
(('pikachu', 'poliwrath'), ('switch', 'lapras')): 0.2528671389874767
(('lapras', 'arbok'), ('move', 'brine')): -2.349761227510495
(('charizard', 'golem'), ('move', 'dragonpulse')): -0.8502907434852849
(('charizard', 'golbat'), ('switch', 'pikachu')): -0.43759802622646427
(('venusaur', 'golem'), ('move', 'sleeppowder')): -1.204828026900104
(('venusaur', 'arbok'), ('switch', 'pikachu')): -0.9671280923636515
(('pikachu', 'machamp'), ('switch', 'venusaur')): -0.590275010466641
(('blastoise', 'poliwrath'), ('switch', 'venusaur')): 0.994843393395051
(('venusaur', 'nidoqueen'), ('move', 'gigadrain')): 1.0696847118852273
(('lapras', 'arbok'), ('switch', 'pikachu')): -0.5567610969419707
(('pikachu', 'arbok'), ('move', 'quickattack')): -1.8549671590177366
(('pikachu', 'arbok'), ('switch', 'snorlax')): 0.3172496592599898
(('snorlax', 'arbok'), ('switch', 'blastoise')): -3.8907718037364947
(('charizard', 'ninetales'), ('switch', 'venusaur')): -0.057146488029245934
(('blastoise', 'golem'), ('move', 'hydrocannon')): -1.0463072878642128
(('blastoise', 'ninetales'), ('switch', 'charizard')): 1.8881045507675323
(('charizard', 'golbat'), ('move', 'recharge')): -1.50604891058024
(('pikachu', 'ninetales'), ('move', 'quickattack')): 0.3979176766117687
(('pikachu', 'golbat'), ('move', 'volttackle')): -2.669934481115989
(('lapras', 'alakazam'), ('switch', 'pikachu')): -1.2264470505339031
(('venusaur', 'alakazam'), ('move', 'sleeppowder')): -1.4505481400363645
(('charizard', 'arcanine'), ('move', 'blastburn')): -2.507603088613531
(('charizard', 'alakazam'), ('switch', 'pikachu')): 0.33819511413597136
(('lapras', 'golbat'), ('switch', 'pikachu')): -3.967777434634713
(('pikachu', 'golbat'), ('move', 'irontail')): 0.43103952611946894
(('pikachu', 'golbat'), ('move', 'thunderbolt')): -0.17494336941303756
(('venusaur', 'arcanine'), ('move', 'frenzyplant')): -2.8150216350238404
(('charizard', 'arcanine'), ('switch', 'pikachu')): 0.520773747990683
(('snorlax', 'golem'), ('switch', 'blastoise')): -3.0998670516428035
(('venusaur', 'pidgeot'), ('switch', 'snorlax')): -0.5028818427398066
(('snorlax', 'nidoqueen'), ('switch', 'venusaur')): 0.36682213819665477
(('venusaur', 'machamp'), ('move', 'frenzyplant')): -0.4014202684244754
(('venusaur', 'nidoqueen'), ('switch', 'pikachu')): -0.2812561549702064
(('lapras', 'arcanine'), ('switch', 'venusaur')): -2.8083684745397184
(('venusaur', 'poliwrath'), ('move', 'recharge')): 0.33045138739392416
(('charizard', 'arcanine'), ('switch', 'venusaur')): 0.7271504610539767
(('charizard', 'machamp'), ('switch', 'blastoise')): -1.127203417956424
(('blastoise', 'nidoking'), ('switch', 'venusaur')): -0.30096109100896656
(('venusaur', 'nidoqueen'), ('switch', 'snorlax')): -0.6373668533982059
(('snorlax', 'nidoking'), ('move', 'crunch')): -3.3397707917092743
(('blastoise', 'pidgeot'), ('switch', 'pikachu')): -0.22675796351855126
(('pikachu', 'pidgeot'), ('move', 'quickattack')): -0.24972900505150555
(('lapras', 'nidoqueen'), ('move', 'bodyslam')): -1.7763716853408225
(('venusaur', 'nidoking'), ('move', 'recharge')): -1.6255199655799994
(('venusaur', 'nidoking'), ('switch', 'lapras')): 0.32168492627739753
(('snorlax', 'golem'), ('switch', 'pikachu')): -1.2370161411744713
(('venusaur', 'golem'), ('move', 'recharge')): -1.979837482323854
(('lapras', 'sandslash'), ('move', 'bodyslam')): -2.513541947904201
(('lapras', 'sandslash'), ('switch', 'blastoise')): -2.66009571389244
(('blastoise', 'sandslash'), ('switch', 'snorlax')): 0.6143622255197484
(('snorlax', 'arbok'), ('switch', 'charizard')): -3.7200818625091725
(('charizard', 'arbok'), ('switch', 'blastoise')): -0.8062418780645295
(('charizard', 'sandslash'), ('switch', 'blastoise')): -0.8921555095079818
(('venusaur', 'sandslash'), ('move', 'recharge')): 1.0977139654404011
(('snorlax', 'sandslash'), ('move', 'blizzard')): -4.294462281621494
(('snorlax', 'nidoking'), ('move', 'blizzard')): -0.770058217215682
(('lapras', 'golbat'), ('move', 'bodyslam')): -0.7366463656946283
(('blastoise', 'golem'), ('switch', 'charizard')): -1.5405076603872332
(('lapras', 'arcanine'), ('switch', 'pikachu')): -0.0028443734552554556
(('venusaur', 'golem'), ('switch', 'pikachu')): 1.6347009797944407
(('pikachu', 'arcanine'), ('move', 'quickattack')): -1.1840121157788035
(('lapras', 'golbat'), ('switch', 'charizard')): -2.550784955240214
(('lapras', 'golbat'), ('switch', 'blastoise')): -0.3933074286558412
(('lapras', 'arbok'), ('move', 'bodyslam')): -0.13606441654820622
(('charizard', 'sandslash'), ('switch', 'lapras')): -0.8427844023005988
(('blastoise', 'arbok'), ('switch', 'charizard')): -0.48424378666597145
(('blastoise', 'alakazam'), ('move', 'blizzard')): -1.4508484180090744
(('blastoise', 'pidgeot'), ('switch', 'charizard')): 0.3174995308232364
(('pikachu', 'golem'), ('move', 'thunderbolt')): -0.6351379521578733
(('pikachu', 'sandslash'), ('move', 'thunderbolt')): -1.9249538659529368
(('blastoise', 'alakazam'), ('move', 'recharge')): -2.4112704482522997
(('charizard', 'golbat'), ('move', 'dragonpulse')): -0.2737468770250213
(('charizard', 'golbat'), ('switch', 'lapras')): 1.6152159351419064
(('charizard', 'sandslash'), ('switch', 'venusaur')): 0.5584533108819432
(('lapras', 'alakazam'), ('move', 'bodyslam')): -0.5377714536539684
(('venusaur', 'alakazam'), ('move', 'frenzyplant')): -2.122856876992074
(('lapras', 'alakazam'), ('switch', 'venusaur')): -2.0120618807709523
(('lapras', 'nidoking'), ('switch', 'venusaur')): -3.152243425092998
(('lapras', 'alakazam'), ('switch', 'blastoise')): 0.6772276345650792
(('venusaur', 'ninetales'), ('move', 'recharge')): -2.0149290760616756
(('venusaur', 'ninetales'), ('switch', 'charizard')): -0.9217172098636567
(('charizard', 'arbok'), ('switch', 'lapras')): 1.1307031831575385
(('snorlax', 'pidgeot'), ('switch', 'venusaur')): -1.999401163027356
(('charizard', 'arbok'), ('switch', 'snorlax')): -1.0696288532070108
(('charizard', 'ninetales'), ('move', 'dragonpulse')): -0.5907351279113646
(('venusaur', 'nidoking'), ('move', 'frenzyplant')): -2.852840676623252
(('snorlax', 'golbat'), ('switch', 'pikachu')): -1.2917053649543007
(('lapras', 'nidoking'), ('switch', 'charizard')): -2.273302127523757
(('blastoise', 'golbat'), ('switch', 'pikachu')): 0.41458689526221404
(('snorlax', 'nidoking'), ('move', 'gigaimpact')): -5.768000554495604
(('snorlax', 'nidoking'), ('switch', 'venusaur')): -3.215941441923001
(('pikachu', 'arcanine'), ('switch', 'snorlax')): -1.0471680161172787
(('snorlax', 'nidoking'), ('switch', 'pikachu')): -4.282717877160054
(('charizard', 'nidoking'), ('move', 'recharge')): -1.3332930138341024
(('venusaur', 'pidgeot'), ('move', 'recharge')): -2.809448334098735
(('pikachu', 'nidoking'), ('move', 'thunderbolt')): -1.6725891162682007
(('pikachu', 'nidoqueen'), ('switch', 'lapras')): 0.7826102829403295
(('pikachu', 'arbok'), ('switch', 'venusaur')): 0.5788063876302764
(('venusaur', 'nidoking'), ('switch', 'blastoise')): 0.6706454060269562
(('lapras', 'arbok'), ('switch', 'snorlax')): -0.28415844202658225
(('lapras', 'arbok'), ('switch', 'blastoise')): -1.8231342457563189
(('lapras', 'sandslash'), ('switch', 'charizard')): -2.8474745812214888
(('charizard', 'alakazam'), ('switch', 'blastoise')): -0.8853558927038789
(('venusaur', 'alakazam'), ('switch', 'blastoise')): -0.12986353991485866
(('lapras', 'machamp'), ('switch', 'venusaur')): -1.5144946384412485
(('pikachu', 'arbok'), ('switch', 'lapras')): 0.4932236373852049
(('snorlax', 'alakazam'), ('switch', 'charizard')): -4.371935320731771
(('snorlax', 'golbat'), ('switch', 'venusaur')): -3.1420617356911342
(('pikachu', 'arcanine'), ('move', 'thunderbolt')): -1.5826548955510653
(('venusaur', 'ninetales'), ('switch', 'pikachu')): -0.19231504735767438
(('lapras', 'alakazam'), ('switch', 'snorlax')): -1.002970530000656
(('snorlax', 'alakazam'), ('switch', 'pikachu')): -4.173103309886757
(('lapras', 'ninetales'), ('switch', 'venusaur')): -0.6462405530750517
(('lapras', 'poliwrath'), ('switch', 'snorlax')): -0.9791972769769042
(('lapras', 'nidoqueen'), ('switch', 'venusaur')): -1.42691578361952
(('venusaur', 'golbat'), ('switch', 'pikachu')): -0.9917731307109744
(('charizard', 'ninetales'), ('switch', 'blastoise')): 0.5194930576655115
(('venusaur', 'golem'), ('move', 'frenzyplant')): -1.0116018360540153
(('blastoise', 'machamp'), ('switch', 'pikachu')): -0.07378905858757023
(('pikachu', 'alakazam'), ('switch', 'blastoise')): -0.027000111456130238
(('lapras', 'alakazam'), ('switch', 'charizard')): -0.7057747771262941
(('lapras', 'arbok'), ('switch', 'venusaur')): -0.18598050875416106
(('snorlax', 'arbok'), ('move', 'gigaimpact')): -3.7407915664251594
(('charizard', 'arbok'), ('switch', 'venusaur')): -0.3950971573300056
(('lapras', 'nidoking'), ('switch', 'snorlax')): 1.141130398076943
(('snorlax', 'nidoking'), ('switch', 'lapras')): -2.4710825203542752
(('blastoise', 'golem'), ('move', 'flashcannon')): -1.2532755451849185
(('lapras', 'nidoqueen'), ('switch', 'pikachu')): -1.0477102071159459
(('blastoise', 'nidoqueen'), ('switch', 'snorlax')): 0.9783461252786987
(('snorlax', 'nidoqueen'), ('move', 'gigaimpact')): -3.1704664749708322
(('snorlax', 'arbok'), ('switch', 'venusaur')): -3.434652687437973
(('blastoise', 'golem'), ('switch', 'venusaur')): -0.9795215601584262
(('venusaur', 'nidoqueen'), ('move', 'sleeppowder')): 0.30255258779986627
(('snorlax', 'nidoking'), ('switch', 'blastoise')): -1.7090261309274868
(('blastoise', 'nidoking'), ('move', 'blizzard')): -1.375366340735877
(('snorlax', 'alakazam'), ('move', 'crunch')): -1.0337402513860972
(('snorlax', 'alakazam'), ('move', 'recharge')): -1.38221238093973
(('venusaur', 'alakazam'), ('switch', 'pikachu')): -0.8887608950507421
(('venusaur', 'alakazam'), ('switch', 'snorlax')): -1.0218780624060453
(('blastoise', 'machamp'), ('switch', 'venusaur')): -0.2109301982511287
(('charizard', 'arcanine'), ('move', 'dragonpulse')): -2.579939356561259
(('blastoise', 'machamp'), ('move', 'flashcannon')): 1.6964139636152114
(('charizard', 'nidoking'), ('switch', 'venusaur')): 1.1948065311826772
(('snorlax', 'nidoqueen'), ('switch', 'charizard')): -2.2742830015634623
(('pikachu', 'golbat'), ('switch', 'snorlax')): 0.6510238981569882
(('venusaur', 'golem'), ('switch', 'blastoise')): -0.7472534072851553
(('pikachu', 'arcanine'), ('switch', 'lapras')): 0.2633054779957747
(('lapras', 'sandslash'), ('switch', 'pikachu')): -2.664953489375598
(('venusaur', 'arbok'), ('move', 'recharge')): -2.1378321435824152
(('snorlax', 'nidoqueen'), ('switch', 'lapras')): -2.456590273038225
(('pikachu', 'alakazam'), ('move', 'irontail')): -0.16089748964495976
(('snorlax', 'sandslash'), ('move', 'crunch')): -2.490044695785165
(('venusaur', 'arbok'), ('switch', 'charizard')): -0.9993418969234492
(('snorlax', 'sandslash'), ('switch', 'lapras')): 0.3814799246343525
(('blastoise', 'machamp'), ('switch', 'charizard')): -0.17003436126679744
(('charizard', 'arcanine'), ('switch', 'lapras')): 0.3545391046685225
(('lapras', 'golbat'), ('switch', 'venusaur')): -0.535399636416053
(('venusaur', 'sandslash'), ('switch', 'lapras')): -0.8719968411207011
(('charizard', 'ninetales'), ('switch', 'snorlax')): -0.18564125282731414
(('blastoise', 'golbat'), ('move', 'blizzard')): -0.9163378320577916
(('snorlax', 'alakazam'), ('switch', 'lapras')): -2.7965201134852746
(('pikachu', 'ninetales'), ('move', 'thunderbolt')): 0.13811574043226416
(('pikachu', 'ninetales'), ('switch', 'charizard')): 1.4919560064232558
(('lapras', 'nidoqueen'), ('switch', 'snorlax')): -0.5352440282406581
(('charizard', 'pidgeot'), ('switch', 'lapras')): 1.6146858107765214
(('lapras', 'sandslash'), ('switch', 'snorlax')): -1.9410132331234244
(('pikachu', 'nidoqueen'), ('switch', 'venusaur')): 0.024991155543950982
(('charizard', 'ninetales'), ('switch', 'lapras')): -0.7092165510362756
(('lapras', 'ninetales'), ('switch', 'charizard')): -0.9430074797928057
(('snorlax', 'sandslash'), ('switch', 'charizard')): -2.4216413039995373
(('snorlax', 'arbok'), ('move', 'recharge')): -4.696561156390285
(('charizard', 'golbat'), ('switch', 'blastoise')): -0.7145739579698778
(('blastoise', 'nidoking'), ('move', 'flashcannon')): -1.4229321932595875
(('charizard', 'nidoking'), ('switch', 'pikachu')): -0.7014924034941182
(('blastoise', 'alakazam'), ('switch', 'pikachu')): -0.45664530347943566
(('pikachu', 'alakazam'), ('move', 'thunderbolt')): -0.9840102531924815
(('venusaur', 'golbat'), ('switch', 'blastoise')): 4.0060689917894825
(('snorlax', 'arbok'), ('move', 'blizzard')): -3.766669194448037
(('venusaur', 'machamp'), ('switch', 'lapras')): -1.2765531536563324
(('snorlax', 'sandslash'), ('move', 'gigaimpact')): -5.5196140584581705
(('blastoise', 'golbat'), ('move', 'flashcannon')): 0.22874174977903405
(('lapras', 'machamp'), ('move', 'psychic')): -3.4862817741634293
(('blastoise', 'golbat'), ('switch', 'lapras')): -0.028109407132193842
(('lapras', 'machamp'), ('move', 'bodyslam')): 1.876196590902202
(('pikachu', 'golbat'), ('switch', 'lapras')): -0.03402431042346643
(('blastoise', 'alakazam'), ('move', 'hydrocannon')): -2.599182710439362
(('pikachu', 'golbat'), ('switch', 'blastoise')): 3.1040179579371006
(('blastoise', 'nidoking'), ('move', 'recharge')): -1.7341885594023771
(('snorlax', 'alakazam'), ('move', 'blizzard')): -3.338155421722602
(('snorlax', 'alakazam'), ('move', 'gigaimpact')): -3.419240370630508
(('venusaur', 'machamp'), ('switch', 'charizard')): 1.1787226169114313
(('charizard', 'arbok'), ('move', 'recharge')): -1.0222372282480714
(('blastoise', 'nidoking'), ('switch', 'pikachu')): -1.4951258492001631
(('pikachu', 'poliwrath'), ('move', 'quickattack')): 0.528438627928689
(('blastoise', 'nidoqueen'), ('switch', 'pikachu')): -0.4657899738919154
(('blastoise', 'machamp'), ('switch', 'lapras')): 0.7065036215574201
(('pikachu', 'ninetales'), ('switch', 'venusaur')): 1.9849490578321891
(('pikachu', 'nidoking'), ('switch', 'blastoise')): 2.0790336394873887
(('blastoise', 'alakazam'), ('move', 'flashcannon')): -1.375204852907589
(('pikachu', 'alakazam'), ('switch', 'lapras')): 1.734676326216812
(('blastoise', 'golbat'), ('switch', 'charizard')): -0.1761009055863368
(('pikachu', 'ninetales'), ('switch', 'lapras')): 0.8577452327286547
(('venusaur', 'ninetales'), ('switch', 'lapras')): 1.121025377204354
(('blastoise', 'golem'), ('switch', 'snorlax')): -0.9442479404732281
(('blastoise', 'golem'), ('move', 'blizzard')): -1.7275927613347768
(('venusaur', 'machamp'), ('switch', 'blastoise')): 1.6941567592936384
(('charizard', 'golem'), ('switch', 'blastoise')): 0.48194984291142956
(('snorlax', 'alakazam'), ('switch', 'blastoise')): -4.063889863592492
(('pikachu', 'golbat'), ('switch', 'venusaur')): 2.4816008998041736
(('blastoise', 'alakazam'), ('switch', 'lapras')): -0.5433014674117342
(('pikachu', 'alakazam'), ('move', 'quickattack')): -1.3575353638778531
(('charizard', 'pidgeot'), ('switch', 'blastoise')): 1.6762402466818036
(('snorlax', 'sandslash'), ('switch', 'pikachu')): -3.216847451332021
(('pikachu', 'arbok'), ('move', 'thunderbolt')): 1.7434832996983631
(('snorlax', 'arbok'), ('switch', 'pikachu')): -4.387790173837356
(('venusaur', 'machamp'), ('switch', 'pikachu')): 0.08573538590300506
(('venusaur', 'arcanine'), ('switch', 'lapras')): 0.1907537344488517
(('pikachu', 'nidoking'), ('switch', 'charizard')): 0.4010359480936485
(('pikachu', 'golbat'), ('move', 'quickattack')): 1.5403815747191607
(('blastoise', 'arbok'), ('switch', 'pikachu')): 0.27919407435078836
(('pikachu', 'poliwrath'), ('switch', 'venusaur')): 3.992749047726388
(('pikachu', 'arbok'), ('switch', 'blastoise')): 0.8332314044708152
(('blastoise', 'golbat'), ('switch', 'snorlax')): -0.1792916619112801
(('charizard', 'alakazam'), ('move', 'dragonpulse')): -1.0483690268911525
(('lapras', 'machamp'), ('switch', 'snorlax')): 2.4213564844910787
(('pikachu', 'sandslash'), ('switch', 'blastoise')): 0.7933918489848647
(('venusaur', 'golbat'), ('move', 'frenzyplant')): -0.1396575073867684
(('venusaur', 'golem'), ('switch', 'lapras')): 1.2365630777667915
(('blastoise', 'nidoking'), ('switch', 'charizard')): 0.11148593466121434
(('pikachu', 'pidgeot'), ('move', 'thunderbolt')): 0.3312180311840578
(('pikachu', 'pidgeot'), ('switch', 'charizard')): -0.17562631312878674
(('charizard', 'alakazam'), ('switch', 'venusaur')): 0.10776074018688664
(('lapras', 'pidgeot'), ('switch', 'snorlax')): 0.3034159113767714
(('venusaur', 'arbok'), ('switch', 'snorlax')): -1.3872010826938785
(('pikachu', 'nidoqueen'), ('move', 'thunderbolt')): -1.251998938583329
(('venusaur', 'arbok'), ('switch', 'blastoise')): 1.1406108883109363
(('blastoise', 'machamp'), ('move', 'blizzard')): -0.9647042741503986
(('charizard', 'golbat'), ('switch', 'venusaur')): -0.2136021805481022
(('pikachu', 'alakazam'), ('switch', 'snorlax')): 0.9086616556306186
(('venusaur', 'sandslash'), ('switch', 'pikachu')): -2.6934387590570883
(('charizard', 'alakazam'), ('switch', 'lapras')): 0.03097474911992948
(('pikachu', 'golem'), ('switch', 'blastoise')): -0.09664348413598098
(('pikachu', 'machamp'), ('switch', 'snorlax')): -0.019438000267908317
(('venusaur', 'arbok'), ('switch', 'lapras')): 0.8999603964148934
(('blastoise', 'machamp'), ('move', 'hydrocannon')): -0.46514752970047246
(('venusaur', 'golbat'), ('switch', 'charizard')): -0.0188682404966925
(('charizard', 'golbat'), ('switch', 'snorlax')): -0.27895473606156473
(('pikachu', 'golbat'), ('switch', 'charizard')): 0.3877747483991764
(('venusaur', 'ninetales'), ('move', 'frenzyplant')): -2.109533319440151
(('charizard', 'nidoking'), ('switch', 'blastoise')): -0.9558461072781672
(('pikachu', 'poliwrath'), ('move', 'thunderbolt')): 2.9234236178343633
(('pikachu', 'sandslash'), ('switch', 'venusaur')): 3.046355801763032
(('pikachu', 'pidgeot'), ('switch', 'venusaur')): 0.7531965443726917
(('charizard', 'alakazam'), ('switch', 'snorlax')): 0.8230807687709462
(('pikachu', 'machamp'), ('move', 'thunderbolt')): -0.22747130549668038
(('blastoise', 'nidoking'), ('switch', 'snorlax')): -0.6077799624679677
(('pikachu', 'nidoqueen'), ('switch', 'snorlax')): 3.2156134821162117
(('charizard', 'nidoking'), ('switch', 'snorlax')): 2.008088595899368
(('venusaur', 'sandslash'), ('move', 'frenzyplant')): -1.5061214412888846
(('pikachu', 'nidoqueen'), ('move', 'quickattack')): -1.150829811262562
(('pikachu', 'poliwrath'), ('switch', 'snorlax')): 0.7185121994220496
(('pikachu', 'alakazam'), ('switch', 'charizard')): 3.770005337004905
(('charizard', 'golem'), ('switch', 'snorlax')): -0.4767455311509186
(('pikachu', 'machamp'), ('switch', 'blastoise')): 0.6732898045477174
(('blastoise', 'alakazam'), ('switch', 'snorlax')): -0.7409203665438661
(('charizard', 'pidgeot'), ('switch', 'snorlax')): 0.8360564657314057
(('charizard', 'ninetales'), ('move', 'blastburn')): -0.9982964784071863
(('pikachu', 'golem'), ('switch', 'venusaur')): 1.7491806707277444
(('venusaur', 'nidoqueen'), ('switch', 'charizard')): 0.9332999999852656
(('pikachu', 'sandslash'), ('switch', 'snorlax')): 0.6454956931708733
(('pikachu', 'machamp'), ('switch', 'lapras')): -0.2211219463862828
(('venusaur', 'nidoqueen'), ('switch', 'blastoise')): 0.7155052217734846
(('pikachu', 'sandslash'), ('switch', 'charizard')): 0.8186291121668536
(('pikachu', 'pidgeot'), ('switch', 'snorlax')): 0.8709005385103896
(('pikachu', 'nidoking'), ('switch', 'snorlax')): 0.43260019454244464
